name,degree,address,tel
홍제천,3.0,서울 마포구 상암동,
서강나루터,5.0,서울 마포구 토정로 126,
안양천,0.0,서울 강서구 염창동,
갈산 대삼각본점,0.0,서울 양천구 신정동 162-56,
봉제산 약수터,0.0,서울 강서구 화곡동 산 1,
봉원천,0.0,서울 마포구 신정동 145-3,
실미도 사건현장,4.5,서울 동작구 노량진로 74,
동작충효길 4코스(노량진길),4.0,,
더블엠벽화,0.0,서울 마포구 포은로 49 201호,
용마산,4.3,서울 동작구 대방동,
염창정,5.0,서울 강서구 염창동 산 20-6,
피카소거리,0.0,서울 마포구 서교동,
브라이트룸,5.0,서울 마포구 월드컵로25길 79 1층 안채,02-6053-4224
관광경찰대 홍대임시센터,0.0,서울 마포구 잔다리로6길 29 서교치안센터 1층,02-700-6278
공민왕사당,5.0,서울 마포구 창전동 446-5,
홍대패션거리,3.8,서울 마포구 서교동 348-78,02-337-7361
고척스카이돔 전면광장,4.5,서울 구로구 고척동 63-6,
안양천,1.0,서울 구로구 구로동,
도림천,0.0,서울 구로구 구로동,
피카소거리,5.0,서울 마포구 와우산로 94,
박세채정승살던곳,5.0,서울 마포구 신수로3길 23,
고척교전망대,0.0,서울 구로구 경인로 472,
와우산,4.6,서울 마포구 와우산로30길 87,
형우도기,0.0,서울 양천구 목동중앙북로8나길 29,02-3664-2300
창전동부군당,0.0,서울 마포구 창전동 437-3,
기공수련원,0.0,서울 마포구 성미산로 14,
봉제산,4.7,서울 강서구 화곡동 산 42-1,
마포관광정보센터,3.0,서울 마포구 홍익로 22,02-334-7878
신정산둘레길,5.0,서울 양천구 신정동 621,
홍대걷고싶은거리,2.3,서울 마포구 서교동 348-40,
광흥창터,5.0,서울 마포구 창전동 445,
봉제산 둘레길,5.0,서울 강서구 화곡동,
평화의공원 난지연못,5.0,서울 마포구 성산동,
신기,5.0,서울 양천구 신정동,
능골,0.0,서울 양천구 신정동,
평화광장,4.3,서울 마포구 월드컵로 243-48,02-300-5500
성산,4.3,서울 마포구 성산동,
와우산,4.9,서울 동작구 신대방동,
도영숲,4.9,서울 마포구 상암동 482-204,
홍대예술의거리 나들길,0.0,,
정국숲4호,4.0,서울 마포구 상암동 482-222,
문빈 숲 1호,5.0,서울 마포구 상암동 482-233,
노들섬,4.7,서울 용산구 양녕로 445,02-749-4500
까치산,3.4,서울 강서구 화곡동 산 162-17,
정용화숲,5.0,서울 마포구 증산로 32,
손나은숲,0.0,서울 마포구 증산로 32,
방탄소년단 1호숲,4.1,서울 마포구 상암동 482-222,
마포음식문화거리,0.0,서울 마포구 용강동 45-15,
사충서원터,5.0,서울 동작구 노량진동 60-11,
토정터,5.0,서울 마포구 토정로32길 11,
보라매 공원 옥만호,4.6,서울 동작구 보라매로5길 28,
안양천 목감천 합류부,1.0,서울 구로구 구로동 642-71,
목감천,3.0,경기 광명시 철산동,
스타광장,4.0,서울 서대문구 창천동,
서함숲,5.0,서울 마포구 상암동 487-108,
문빈 숲 2호,5.0,서울 마포구 상암동 482-233,
홍대땡땡거리,4.8,서울 마포구 와우산로35길 50-4,
깔깔거리,2.8,서울 구로구 구로동 1125-11,
신림동별빛거리,1.7,서울 관악구 신림동,
동작충효길 5코스(보라매길),3.0,,
공덕시장족발골목,3.4,서울 마포구 만리재로 19,
마포구 하늘공원 해맞이명소,5.0,,
104고지전적비,4.8,서울 서대문구 성산로13길 35-1,
불광천,4.5,서울 서대문구 북가좌동,
세븐틴숲,5.0,서울 마포구 상암동 481-34,
국사봉,4.6,서울 관악구 봉천동,
방탄소년단 2호숲,5.0,서울 마포구 상암동 482-222,
세븐럭카지노 서울드래곤시티점,3.7,서울 용산구 청파로20길 95 컨벤션타워 5층,02-2021-6000
용산역광장,5.0,서울 용산구 한강대로21나길 17,
사육신역사공원 사육신묘,5.0,서울 동작구 노량진로 191,
문빈 숲 3호,5.0,서울 마포구 상암동 482-220,
소운서원,5.0,서울 마포구 동교로 215-1,
왕벚꽃나무길,5.0,서울 금천구 가산동 614-71,
우장산,4.6,서울 강서구 화곡동 산 60-1,
솔라스퀘어,0.0,서울 마포구 상암동 1535,
매봉산,4.1,서울 마포구 증산로 87,
마포갈매기골목,4.5,서울 마포구 도화동 169-3,
용강동정구중가옥,0.0,서울 마포구 큰우물로2길 22,
정랑고개,0.0,서울 양천구 신정동,
양녕대군이제묘역,4.3,서울 동작구 양녕로 167,
안양천유채꽃밭,0.0,서울 구로구 구로동,
서울미래유산 김영삼사저,3.8,서울 동작구 매봉로2가길 11,
서울둘레길 15코스 복원된 자연길,0.0,,
토정 이지함 동상,0.0,서울 마포구 용강동 502,
신촌이대거리,5.0,서울 서대문구 창천동,
서울명예도로 노벨길(경의선숲길 홍대입구역방면),0.0,,
용리단길,3.0,서울 용산구 한강로2가 412,
마포전골목,2.8,서울 마포구 공덕동,
홍제천,5.0,서울 마포구 성산동,
찬빛광장,0.0,경기 광명시 철산동 608,
효사정,4.8,서울 동작구 현충로 55,
당고개순교성지,4.4,서울 용산구 청파로 139-26,02-711-0933
김마리아선생동상,5.0,서울 동작구 신대방동 722,
하늘계단 안내소,0.0,서울 마포구 상암동 481-72,
용양봉저정,5.0,서울 동작구 노량진로32길 14-7,
상암문화광장,4.8,서울 마포구 성암로 255,
KBS스포츠월드 워터플레이,3.5,서울 강서구 공항대로 376,02-2600-8808
투모로우바이투게더숲,0.0,서울 마포구 상암동 482-220,
만리재,4.0,서울 마포구 아현동 393-35,
철산로데오거리,4.8,경기 광명시 철산동 528,
쥬라리움 금천점,3.0,서울 금천구 두산로 71 롯데빅마켓 금천점 3층,070-8657-0217
매봉산,4.2,서울 구로구 개봉동 산 2-1,
서울식물원,4.4,서울 강서구 마곡동로 161,02-2104-9716
장승제,5.0,서울 동작구 노량진동 310-95,
목감천,1.5,서울 구로구 개봉동,
하늘중앙안내소,0.0,서울 마포구 상암동 481-94,
글로앤웰,0.0,서울 구로구 디지털로29길 38 604호-12,
항동철길,4.4,서울 구로구 오리로 1189,
난지도,4.3,서울 마포구 상암동 478-1,
포인트제주,0.0,서울 마포구 월드컵북로4길 77 ANT빌딩,
새남터,0.0,서울 용산구 이촌로 71,
새남터순교지,4.5,서울 용산구 이촌로 80-8,
보라매공원 생태연못,0.0,서울 동작구 보라매로5길 58,
경의선광장,0.0,서울 마포구 염리동 169-12,
봉천고개,2.4,서울 관악구 봉천동 1000-4,
연세로,4.0,서울 서대문구 창천동,
언더우드동상,5.0,서울 서대문구 연세로 50,
안산 황톳길,5.0,서울 서대문구 연희동 산 2-22,
먹거리촌,4.0,서울 금천구 가산동 458-1,
노고산,4.4,서울 마포구 대흥동 산 1-30,
용강상점가,1.0,서울 마포구 토정로 315,
도림천,4.9,서울 관악구 신림동 808-1,
열정도,3.8,서울 용산구 백범로87길 55,
안산벚꽃길,5.0,서울 서대문구 연희동,
새터산,4.0,서울 마포구 성산동 산 37-1,
동작충효길 6코스(동작마루길),3.0,,
안산,4.5,서울 서대문구 봉원동 산 1,
3.1독립운동기념터 마포전차종점,5.0,서울 마포구 마포대로 20,
코스타리카광장,3.0,서울 마포구 상암동 1178-2,
장희빈우물터,3.8,서울 서대문구 연희로15길 74,
구로동맹파업현장,4.0,서울 금천구 가산동 127-34,
양천향교,4.1,서울 강서구 양천로47나길 53,02-2659-0076
서강대학교 알바트로스탑,5.0,서울 마포구 백범로 35,
관악산둘레길 사색의숲길3구간,5.0,,
한강 인도교 폭파현장,3.2,서울 용산구 이촌동 372,
남이장군사당,0.0,서울 용산구 효창원로 88-10,
말미고개,4.3,서울 금천구 시흥대로 334,
신촌피아노거리,4.7,서울 서대문구 창천동 30-16,
서달산 수목학습원,5.0,서울 동작구 흑석동 330,
독산동맛나는거리,4.5,서울 금천구 시흥대로124길 4,02-837-1011
서울명예도로 노벨길(경의선숲길 연남동방면),0.0,,
고척동고인돌,0.0,서울 구로구 고척동 산 8,
신촌관광안내센터,0.0,서울 서대문구 신촌동 74-21,
왜고개성지,4.0,서울 용산구 한강대로40길 46,
한강수사자조혼비,4.3,서울 동작구 본동 475-1,
별빛내린천 벽천분수,4.3,서울 관악구 신림동 808-133,
유림지,0.0,서울 구로구 구로동 689-7,
서울 둘레길 스탬프 6-3구간,0.0,서울 강서구 염창동 226-4,
측백나무,0.0,서울 구로구 가리봉동 13-10,
아현동전골목,5.0,서울 마포구 아현동,
검덕산,4.8,서울 강서구 내발산동,
소금길,4.0,서울 마포구 염리동 9-245,
장군봉,4.0,서울 관악구 봉천동 산 149-8,
부천무릉도원수목원,4.3,경기 부천시 원미구 춘의동 382,032-320-3000
동작충효길 1코스(고구동산길),4.4,,
우장산공원산책길,0.0,,
구암근린공원 허준선생동상,5.0,서울 강서구 가양동 1459-6,
광명사거리 먹자골목,1.5,경기 광명시 광명동 158-829,
산천동부군당,0.0,서울 용산구 효창원로15길 7,
지양산,3.4,서울 양천구 신월동,
백범김구묘역,4.4,서울 용산구 임정로 26,
신민당사 터,5.0,서울 마포구 도화동 556,
메타세콰이어길,4.7,서울 서대문구 연희동 산 2-2,02-330-1965
안중근가묘,5.0,서울 용산구 효창원로 177-18,
서울테마산책길 국사봉길,5.0,,
한국철도시발지 비,2.0,서울 동작구 노량진로 151,
도화동상점가,5.0,서울 마포구 도화길 29,02-712-6802
운이아트조형연구소&갤러리,0.0,서울 양천구 중앙로57길 42,
부천식물원,3.7,경기 부천시 원미구 길주로 660,
샤로수길,3.1,서울 관악구 봉천동,
일본군관사,2.9,서울 마포구 가양대로 179,
오류버들,0.0,서울 구로구 오류동 135-4,02-860-3411
노을입구안내소,0.0,서울 마포구 상암동 481-6,
독립문,4.6,서울 서대문구 통일로 251,
불광천,2.0,서울 마포구 성산동 405,
서울식물원 식물문화센터,4.2,서울 강서구 마곡동로 161,02-120
남영동 대공분실 터,5.0,서울 용산구 한강대로71길 37,
주식회사 작은휴가,0.0,서울 마포구 서강로 111,02-2688-8170
녹두거리,5.0,서울 관악구 대학길 39-6,
현충탑,5.0,경기 광명시 철산동,
미래한강본부 이촌안내센터,0.0,서울 용산구 이촌로72길 62,02-3780-0551
서울테마산책길 문화비축기지 산책로,0.0,,
효창공원 원효대사동상,5.0,서울 용산구 효창원로 177-18,
서울테마산책길 난지 갈대바람길,0.0,,
정선옹주묘역,3.0,서울 구로구 궁동 54-2,
화산군 이연신도비,5.0,서울 서대문구 증가로23다길 26-5,
복주우물터,0.0,서울 서대문구 북아현로24길 39,
공덕리 금표,0.0,서울 마포구 마포대로 109,
이원등상사동상,5.0,서울 용산구 양녕로 446,
서울신림동 굴참나무,4.0,서울 관악구 난곡로35길 28-7,
벚꽃십리길,3.5,서울 금천구 독산동 금천구청역 부근,
까치고개,0.0,서울 은평구 증산동 217 (217~222 번지 일대),
흑리단길,2.6,서울 동작구 흑석동 50-91,
용마루길,0.0,서울 용산구 용문동 36-17,
망봉산,0.0,서울 마포구 상암동 1763,
한강방어선 전투 전사자 명비,5.0,서울 동작구 노량진로 247,
군자감 강감터,0.0,서울 용산구 원효로3가 1-2,
궁동약수터,0.0,서울 구로구 오리로22다길 104,
효창공원 의열사,4.9,서울 용산구 효창원로 177-18,
이화52번가,2.3,서울 서대문구 이화여대길 52,
안산팔각정,0.0,서울 서대문구 연희동,
신촌벽화,5.0,서울 서대문구 신촌로 121,02-363-2081
연세대학교 이한열동산,5.0,서울 서대문구 신촌동 134,
무악동봉수대,4.6,서울 서대문구 홍제동 산 33-44,
허준근린공원 광장,0.0,서울 강서구 허준로5길 42,
삼의사묘,5.0,서울 용산구 효창원로 177-18,
마포난지생명길,0.0,,
허가바위,3.8,서울 강서구 가양동 산 26,
효창공원 임정요인묘역,5.0,서울 용산구 효창원로 177-18,
심훈 생가 터,5.0,서울 동작구 흑석로13길 3,
윤아숲,3.7,서울 마포구 상암동,
중앙대학교 서울캠퍼스 청룡연못,4.3,서울 동작구 흑석로 84,
월드컵공원나들길,3.0,,
평화의소녀상,5.0,서울 서대문구 대현동 60-11 대현문화공원,
연희궁터 서잠실터,5.0,서울 서대문구 연세로 50,
목감천,3.0,경기 광명시 광명동,
효창공원 이봉창의사동상,5.0,서울 용산구 임정로 26,
푸른수목원,4.6,서울 구로구 연동로 240,02-2686-3200
신촌대학탐방나들길,0.0,,
강경대 열사 산화장소,5.0,서울 서대문구 거북골로 34,
재팬타운,3.0,서울 용산구 이촌동 301-5,
금동대세지보살좌상,0.0,서울 관악구 남부순환로152길 53 호림박물관 내,
돈의문박물관마을,3.9,서울 종로구 송월길 14-3,02-739-6994
왕재산,3.7,경기 광명시 철산동,
용산아이파크몰 이벤트파크,0.0,서울 용산구 한강대로23길 55 4층,
개웅산둘레길,5.0,서울 구로구 오류동,
국립서울현충원 현충문,4.8,서울 동작구 현충로 210,02-813-9047
효창공원 삼의사묘역,5.0,서울 용산구 임정로 26,
지양산,3.7,서울 양천구 신월동 산 350-14,
만초천,0.0,서울 용산구 백범로90다길 43-71,
만리동광장,4.5,서울 중구 퇴계로 33,
불광천,3.0,서울 은평구 응암동,
서달산 동작대,3.5,서울 동작구 상도동 49-118,
서울식물원 주제원,4.9,서울 강서구 마곡동로 161,
딜쿠샤,4.6,서울 종로구 사직로2길 17,070-4126-8853
샛말산,1.0,경기 부천시 오정구 고강동,
덕고개,0.0,서울 구로구 개봉동,
효창공원 반공투사위령탑,5.0,서울 용산구 효창원로 177-18,
구로지양산숲나들길,0.0,,
건우봉,4.6,서울 관악구 신림동,
이화여자대학교 김활란박사동상,1.0,서울 서대문구 이화여대길 52,
목골산,1.0,서울 관악구 신림동,
밤을 걷는 밤 6화(청림동),5.0,,
집박골약수터,5.0,서울 동작구 흑석동,
연복사탑중창비,0.0,서울 용산구 한강대로21나길 7,
서울명예도로 남이장군로,2.0,,
난곡동 벽화마을,5.0,서울 관악구 신림동 709-17,
임시정부요인묘역,0.0,서울 용산구 효창원로 177-18,
김익상의사 본적지터,5.0,서울 마포구 공덕동 458,
청룡산,4.6,서울 관악구 봉천동 산 174-650,
국립중앙박물관 거울못,4.2,서울 용산구 용산동6가,
만리창터,0.0,서울 용산구 백범로 260,
궁산 소악루,4.9,서울 강서구 양천로47나길 52-54,
금동탄생불입상,0.0,서울 관악구 남부순환로152길 53 호림박물관,
이촌청보리밭,2.5,서울 용산구 이촌동,
서울식물원 방문자센터,0.0,서울 강서구 마곡동로 161,02-2104-9714
민자방 경숙옹주묘,3.8,경기 부천시 오정구 작동 산 57-2,
개웅정,4.5,서울 구로구 개봉동 산 53-3,
궁산,4.8,서울 강서구 가양동 산 4-7,
염천교수제화거리,2.8,서울 중구 칠패로 10-2,
마곡광장,4.8,서울 강서구 마곡중앙5로 지하 9,02-3665-2707
손기정한옥,0.0,서울 용산구 원효로83길 12,
배위량박사 흉상,5.0,서울 동작구 상도로 369,
백범광장,4.8,서울 중구 회현동1가 100-115,
국기봉,5.0,서울 구로구 궁동 산 1-42,
안양천,4.8,서울 금천구 독산동 770-4,
봉산산책로,5.0,경기 고양시 덕양구 향동동 239-2,
